Type,From,To,Crypto,USD,Txn,ID
Bid,Snowfro,NA,1.5,210,2019-03-27,92
Bid,0x717403,NA,0.05,14,2017-06-25,92
Claimed,,12800693,NA,NA,2017-06-23,92
Bid Withdrawn,12734295,NA,5,2003,2020-11-04,93
Bid,12734295,NA,5,1791,2020-09-29,93
Claimed,NA,12800693,NA,NA,2017-06-23,93
Bid Withdrawn,Pranksy,NA,4,794,2020-05-22,94
Bid,Pranksy,NA,4,839,2020-05-20,94
Bid,0x717403,NA,0.05,13,2017-06-26,94
Claimed,,12800693,NA,NA,2017-06-23,94
Claimed,NA,12800693,NA,NA,2017-06-23,95
Bid Withdrawn,0xaf5e63,NA,2,426,2020-04-29,96
Bid,0xaf5e63,NA,2,391,2020-04-28,96
Bid Withdrawn,Pranksy,NA,1,129,2020-01-02,96
Bid,Pranksy,NA,1,132,2020-01-01,96
Bid Withdrawn,0x7e5280,NA,0.8200000000000001,201,2019-06-05,96
Bid,0x7e5280,NA,0.8200000000000001,203,2019-05-24,96
Bid Withdrawn,0x7e5280,NA,0.8,200,2019-05-24,96
Bid,0x7e5280,NA,0.8,200,2019-05-24,96
Claimed,,12800693,NA,NA,2017-06-23,96
Bid Withdrawn,10135275,NA,0.1,38,2018-04-07,97
Bid,10135275,NA,0.1,38,2018-04-07,97
Claimed,NA,12800693,NA,NA,2017-06-23,97
Bid Withdrawn,Pranksy,NA,3.5,695,2020-05-22,98
Bid,Pranksy,NA,3.5,734,2020-05-20,98
Claimed,,12800693,NA,NA,2017-06-23,98
Bid Withdrawn,xvii,NA,0.05,12,2020-06-11,99
Bid,xvii,NA,0.05,6,2020-01-01,99
Claimed,,12800693,NA,NA,2017-06-23,99
Bid Withdrawn,0xc24f57,NA,7,2804,2020-11-04,100
Bid,0xc24f57,NA,7,2508,2020-09-29,100
Bid Withdrawn,jmg,NA,1.2,317,2019-05-16,100
Bid,jmg,NA,1.2,206,2019-05-08,100
Claimed,,12800693,NA,NA,2017-06-23,100
Bid,14158988,NA,0.1,71,2017-12-13,101
Claimed,NA,12800693,NA,NA,2017-06-23,101
Claimed,NA,12800693,NA,NA,2017-06-23,102
Claimed,NA,12800693,NA,NA,2017-06-23,103
Claimed,NA,12800693,NA,NA,2017-06-23,104
Bid,7435267,NA,0.25,66,2017-07-06,105
Bid,48442,NA,0.25,66,2017-07-06,105
Claimed,NA,12800693,NA,NA,2017-06-23,105
Bid Withdrawn,MBK,NA,0.5,65,2020-01-02,106
Bid,MBK,NA,0.5,66,2020-01-01,106
Claimed,,12800693,NA,NA,2017-06-23,106
Claimed,NA,12800693,NA,NA,2017-06-23,107
Claimed,NA,12800693,NA,NA,2017-06-23,108
Claimed,NA,12800693,NA,NA,2017-06-23,109
Claimed,NA,12800693,NA,NA,2017-06-23,110
Claimed,NA,12800693,NA,NA,2017-06-23,111
Bid Withdrawn,helpchai…,NA,0.15000000000000002,29,2019-11-06,112
Bid,helpchai…,NA,0.15000000000000002,27,2019-11-03,112
Bid,0xb6e578,NA,0.07,9,2019-01-10,112
Bid,0x717403,NA,0.05,13,2017-06-26,112
Claimed,,12800693,NA,NA,2017-06-23,112
Claimed,NA,12800693,NA,NA,2017-06-23,113
Claimed,NA,12800693,NA,NA,2017-06-23,114
Claimed,NA,12800693,NA,NA,2017-06-23,115
Bid,0xc7c6b9,NA,0.01,0.01,2020-12-16,116
Bid Withdrawn,parttty6,NA,3,1035,2020-10-02,116
Bid,parttty6,NA,3,1034,2020-10-02,116
Sold,0xd8e806,5779367,2.4,456,2017-07-17,116
Offered,,NA,2.4,473,2017-07-14,116
Offered,,NA,2.5,493,2017-07-14,116
Offer Withdrawn,,NA,NA,NA,2017-07-13,116
Offered,,NA,3,616,2017-07-13,116
Offered,,NA,5,1121,2017-07-12,116
Offered,,NA,3.5,667,2017-07-11,116
Offer Withdrawn,,NA,NA,NA,2017-07-11,116
Offered,,NA,3,572,2017-07-11,116
Sold,0xc352b5,14215174,1.2,229,2017-07-11,116
Offered,,NA,1.2,229,2017-07-11,116
Bid Withdrawn,Hemba,NA,0.7,166,2017-07-09,116
Bid,Hemba,NA,0.7,166,2017-07-09,116
Bid Withdrawn,Hemba,NA,0.18,50,2017-07-02,116
Bid,Hemba,NA,0.18,51,2017-06-29,116
Claimed,,12800693,NA,NA,2017-06-23,116
Bid Withdrawn,Pranksy,NA,22,4542,2020-05-27,117
Bid,Pranksy,NA,22,4530,2020-05-27,117
Bid Withdrawn,Pranksy,NA,15,3149,2020-05-20,117
Bid,Pranksy,NA,15,3147,2020-05-20,117
Bid Withdrawn,Pranksy,NA,4,518,2020-01-02,117
Bid,Pranksy,NA,4,527,2020-01-01,117
Bid Withdrawn,Jeff7,NA,0.4,75,2019-05-12,117
Bid,Jeff7,NA,0.4,75,2019-05-12,117
Bid Withdrawn,0x717403,NA,0.15000000000000002,47,2017-06-28,117
Bid,0x717403,NA,0.15000000000000002,42,2017-06-25,117
Bid,ddaavvee,NA,0.15000000000000002,42,2017-06-25,117
Bid Withdrawn,0x717403,NA,0.05,14,2017-06-25,117
Bid,0x717403,NA,0.05,14,2017-06-25,117
Claimed,,12800693,NA,NA,2017-06-23,117
Bid Withdrawn,Hemba,NA,0.2,57,2017-06-29,118
Bid,Hemba,NA,0.2,57,2017-06-29,118
Claimed,,12800693,NA,NA,2017-06-23,118
Claimed,NA,12800693,NA,NA,2017-06-23,119
Bid,7823584,NA,0.05,14,2017-07-02,120
Claimed,NA,12800693,NA,NA,2017-06-23,120
Bid Withdrawn,VonMises,NA,10,2491,2020-06-02,121
Bid,VonMises,NA,10,2394,2020-06-01,121
Bid Withdrawn,Pranksy,NA,8,1655,2020-05-28,121
Bid,Pranksy,NA,8,1647,2020-05-27,121
Bid Withdrawn,MrTpunks,NA,6,1060,2020-01-29,121
Bid,MrTpunks,NA,6,966,2020-01-25,121
Bid Withdrawn,Hemba,NA,0.18,50,2017-07-02,121
Bid,Hemba,NA,0.18,51,2017-06-29,121
Claimed,,12800693,NA,NA,2017-06-23,121
Claimed,NA,12800693,NA,NA,2017-06-23,122
Bid Withdrawn,TweetyPi…,NA,1.2,160,2020-01-04,123
Bid,TweetyPi…,NA,1.2,160,2020-01-04,123
Bid Withdrawn,Dude_Nak…,NA,1,134,2020-01-04,123
Bid,Dude_Nak…,NA,1,127,2020-01-03,123
Bid Withdrawn,0x287b15,NA,0.05,51,2018-01-18,123
Bid,0x287b15,NA,0.05,68,2018-01-14,123
Claimed,,12800693,NA,NA,2017-06-23,123
Claimed,NA,12800693,NA,NA,2017-06-23,124
Bid Withdrawn,Pranksy,NA,2,397,2020-05-22,125
Bid,Pranksy,NA,2,420,2020-05-20,125
Bid Withdrawn,MBK,NA,1.5,257,2020-01-17,125
Bid,MBK,NA,1.5,242,2020-01-16,125
Bid,0x7760e0,NA,0.05,14,2017-07-02,125
Claimed,,12800693,NA,NA,2017-06-23,125
Claimed,NA,12800693,NA,NA,2017-06-23,126
Claimed,NA,12800693,NA,NA,2017-06-23,127
Claimed,NA,12800693,NA,NA,2017-06-23,128
Bid Withdrawn,7435267,NA,0.05,14,2017-06-25,129
Bid,7435267,NA,0.05,14,2017-06-25,129
Claimed,NA,12800693,NA,NA,2017-06-23,129
Claimed,NA,12800693,NA,NA,2017-06-23,130
Claimed,NA,12800693,NA,NA,2017-06-23,131
Claimed,NA,12800693,NA,NA,2017-06-23,132
Bid Withdrawn,7435267,NA,0.05,14,2017-06-30,133
Bid,7435267,NA,0.05,14,2017-06-25,133
Claimed,NA,12800693,NA,NA,2017-06-23,133
Claimed,NA,12800693,NA,NA,2017-06-23,134
Claimed,NA,12800693,NA,NA,2017-06-23,135
Claimed,NA,12800693,NA,NA,2017-06-23,136
Claimed,NA,12800693,NA,NA,2017-06-23,137
Claimed,NA,12800693,NA,NA,2017-06-23,138
Claimed,NA,12800693,NA,NA,2017-06-23,139
Claimed,NA,12800693,NA,NA,2017-06-23,140
Bid Withdrawn,7435267,NA,0.05,14,2017-06-30,141
Bid,7435267,NA,0.05,13,2017-06-26,141
Claimed,NA,12800693,NA,NA,2017-06-23,141
Bid Withdrawn,16490459,NA,0.12000000000000001,44,2020-10-09,142
Bid,16490459,NA,0.12000000000000001,45,2020-09-15,142
Claimed,NA,12800693,NA,NA,2017-06-23,142
Bid Withdrawn,Alex3422,,4.359999999999999,791,2020-01-30,143
Bid,Alex3422,,4.359999999999999,791,2020-01-30,143
Sold,0xc352b5,MrTpunks,6.5,1041,2020-01-25,143
Bid,MrTpunks,,6.5,1061,2020-01-24,143
Bid Withdrawn,Pranksy,,3,457,2020-01-14,143
Bid,Pranksy,,3,432,2020-01-14,143
Bid Withdrawn,natealex,,2.7,381,2020-01-06,143
Bid,natealex,,2.7,361,2020-01-04,143
Bid,Pranksy,,1.5,198,2020-01-01,143
Bid,0x717403,,0.05,14,2017-06-25,143
Claimed,,0xc352b5,NA,NA,2017-06-23,143
Claimed,NA,12800693,NA,NA,2017-06-23,144
Claimed,NA,12800693,NA,NA,2017-06-23,145
Claimed,NA,12800693,NA,NA,2017-06-23,146
Claimed,NA,12800693,NA,NA,2017-06-23,147
Bid Withdrawn,Carlini8,NA,2,255,2020-01-03,148
Bid,Carlini8,NA,2,264,2020-01-01,148
Claimed,,12800693,NA,NA,2017-06-23,148
Bid Withdrawn,v9,NA,0.07,25,2020-10-09,149
Bid,v9,NA,0.07,25,2020-09-29,149
Bid,0x6e4a22,NA,0.05,6,2018-11-29,149
Claimed,,12800693,NA,NA,2017-06-23,149
Claimed,NA,12800693,NA,NA,2017-06-23,150
Claimed,NA,12800693,NA,NA,2017-06-23,151
Claimed,NA,12800693,NA,NA,2017-06-23,152
Claimed,NA,12800693,NA,NA,2017-06-23,153
Claimed,NA,12800693,NA,NA,2017-06-23,154
Offer Withdrawn,,,NA,NA,2020-10-13,155
Offered,,,35,11342,2020-09-24,155
Transfer,DANNY,0x1da533,NA,NA,2020-09-11,155
Sold,Michel_M…,DANNY,12,4253,2020-09-09,155
Offered,,,12,4285,2020-09-09,155
Offered,,,15,5080,2020-09-08,155
Sold,0xc352b5,Michel_M…,7,2708,2020-08-26,155
Bid,Michel_M…,,7,2669,2020-08-26,155
Offered,,,8,3407,2020-08-16,155
Bid Withdrawn,Michel_M…,,5,2180,2020-08-15,155
Bid,Michel_M…,,5,2134,2020-08-14,155
Bid Withdrawn,Michel_M…,,3,952,2020-07-28,155
Bid,Michel_M…,,3,944,2020-07-26,155
Bid Withdrawn,Michel_M…,,2.2,692,2020-07-26,155
Bid,Michel_M…,,2.2,536,2020-07-13,155
Claimed,,0xc352b5,NA,NA,2017-06-23,155
Claimed,NA,12800693,NA,NA,2017-06-23,156
Claimed,NA,12800693,NA,NA,2017-06-23,157
Claimed,NA,12800693,NA,NA,2017-06-23,158
Claimed,NA,12800693,NA,NA,2017-06-23,159
Bid Withdrawn,MBK,NA,0.5,65,2020-01-02,160
Bid,MBK,NA,0.5,66,2020-01-01,160
Bid Withdrawn,jmg,NA,1,255,2019-06-13,160
Bid,jmg,NA,1,231,2019-06-09,160
Bid Withdrawn,0x9be1c7,NA,0.1,37,2017-08-29,160
Bid,0x9be1c7,NA,0.1,28,2017-07-02,160
Bid Withdrawn,0x717403,NA,0.05,16,2017-06-28,160
Bid,0x717403,NA,0.05,13,2017-06-26,160
Claimed,,12800693,NA,NA,2017-06-23,160
Claimed,NA,12800693,NA,NA,2017-06-23,161
Claimed,NA,12800693,NA,NA,2017-06-23,162
Claimed,NA,12800693,NA,NA,2017-06-23,163
Claimed,NA,12800693,NA,NA,2017-06-23,164
Claimed,NA,12800693,NA,NA,2017-06-23,165
Claimed,NA,12800693,NA,NA,2017-06-23,166
Claimed,NA,12800693,NA,NA,2017-06-23,167
Bid,TokenAng…,NA,14,8636,2020-12-25,168
Bid,0x717403,NA,0.05,13,2017-06-26,168
Bid Withdrawn,0x717403,NA,0.05,14,2017-06-25,168
Bid,0x717403,NA,0.05,14,2017-06-25,168
Claimed,,12800693,NA,NA,2017-06-23,168
Sold,Pranksy,Slats_et…,6.99,1447,2020-05-28,169
Offered,,,6.99,1437,2020-05-27,169
Offered,,,7.49,1571,2020-05-20,169
Offered,,,3.8899999999999997,739,2020-05-10,169
Offered,,,3.9899999999999998,776,2020-04-26,169
Offered,,,5.99,859,2020-04-03,169
Offered,,,11.69,1486,2020-01-02,169
Sold,0xc352b5,Pranksy,1,127,2020-01-02,169
Bid,Pranksy,,1,132,2020-01-01,169
Bid,0x717403,,0.05,13,2017-06-26,169
Claimed,,0xc352b5,NA,NA,2017-06-23,169
Claimed,NA,12800693,NA,NA,2017-06-23,170
Claimed,NA,12800693,NA,NA,2017-06-23,171
Bid Withdrawn,0x257e2b,NA,13,4970,2020-10-14,172
Bid,0x257e2b,NA,13,4936,2020-10-13,172
Bid Withdrawn,0x257e2b,NA,10.7,4063,2020-10-13,172
Offered,,NA,18,6834,2020-10-13,172
Bid,0x257e2b,NA,10.7,4063,2020-10-13,172
Bid Withdrawn,Pranksy,NA,2.5,496,2020-05-22,172
Bid,Pranksy,NA,2.5,525,2020-05-20,172
Bid Withdrawn,Pranksy,NA,1.25,170,2020-01-05,172
Bid,Pranksy,NA,1.25,165,2020-01-01,172
Bid,0x717403,NA,0.05,13,2017-06-26,172
Claimed,,12800693,NA,NA,2017-06-23,172
Bid Withdrawn,12559129,NA,0.45,122,2020-02-16,173
Bid,12559129,NA,0.45,122,2020-02-16,173
Bid,6689278,NA,0.2,53,2017-07-06,173
Claimed,NA,12800693,NA,NA,2017-06-23,173
Claimed,NA,12800693,NA,NA,2017-06-23,174
Claimed,NA,12800693,NA,NA,2017-06-23,175
Claimed,NA,12800693,NA,NA,2017-06-23,176
Claimed,NA,12800693,NA,NA,2017-06-23,177
Claimed,NA,12800693,NA,NA,2017-06-23,178
Claimed,NA,12800693,NA,NA,2017-06-23,179
Bid Withdrawn,Pranksy,NA,4,794,2020-05-22,180
Bid,Pranksy,NA,4,839,2020-05-20,180
Bid Withdrawn,natealex,NA,2,268,2020-01-04,180
Bid,natealex,NA,2,268,2020-01-04,180
Bid Withdrawn,Zieg,NA,0.51,116,2017-07-18,180
Bid,Zieg,NA,0.51,97,2017-07-17,180
Bid Withdrawn,Hemba,NA,0.51,136,2017-07-06,180
Bid,Hemba,NA,0.51,136,2017-07-06,180
Bid,0x717403,NA,0.05,14,2017-06-25,180
Claimed,,12800693,NA,NA,2017-06-23,180
Claimed,NA,12800693,NA,NA,2017-06-23,181
Claimed,NA,12800693,NA,NA,2017-06-23,182
Claimed,NA,12800693,NA,NA,2017-06-23,183
Claimed,NA,12800693,NA,NA,2017-06-23,184
Claimed,NA,12800693,NA,NA,2017-06-23,185
Claimed,NA,12800693,NA,NA,2017-06-23,186
Bid,7435267,NA,0.21000000000000002,56,2017-07-05,187
Bid,6689278,NA,0.21000000000000002,56,2017-07-05,187
Claimed,NA,12800693,NA,NA,2017-06-23,187
Claimed,NA,12800693,NA,NA,2017-06-23,188
Claimed,NA,12800693,NA,NA,2017-06-23,189
Claimed,NA,12800693,NA,NA,2017-06-23,190
Claimed,NA,12800693,NA,NA,2017-06-23,191
Claimed,NA,12800693,NA,NA,2017-06-23,192
Claimed,NA,12800693,NA,NA,2017-06-23,193
Claimed,NA,12800693,NA,NA,2017-06-23,194
Bid Withdrawn,MBK,NA,1,133,2020-01-03,195
Bid,MBK,NA,1,127,2020-01-03,195
Claimed,,12800693,NA,NA,2017-06-23,195
Bid,7823584,NA,0.05,14,2017-07-02,196
Claimed,NA,12800693,NA,NA,2017-06-23,196
Claimed,NA,12800693,NA,NA,2017-06-23,197
Bid,0xc24f57,NA,11,3940,2020-09-29,198
Bid Withdrawn,Pranksy,NA,10,1986,2020-05-22,198
Bid,Pranksy,NA,10,2098,2020-05-20,198
Bid Withdrawn,Alex3422,NA,6.5,1113,2020-01-28,198
Bid,Alex3422,NA,6.5,1064,2020-01-26,198
Bid Withdrawn,Pranksy,NA,5,762,2020-01-14,198
Bid,Pranksy,NA,5,720,2020-01-14,198
Bid,Pranksy,NA,2.5,360,2020-01-14,198
Bid Withdrawn,Pranksy,NA,1.5,204,2020-01-05,198
Bid,Pranksy,NA,1.5,198,2020-01-01,198
Bid Withdrawn,Hemba,NA,0.55,131,2017-07-09,198
Bid,Hemba,NA,0.55,135,2017-07-08,198
Bid,0x717403,NA,0.05,14,2017-06-25,198
Claimed,,12800693,NA,NA,2017-06-23,198
Bid Withdrawn,TokenAng…,NA,0.4,118,2019-06-27,199
Bid,TokenAng…,NA,0.4,123,2019-06-23,199
Claimed,,12800693,NA,NA,2017-06-23,199
Claimed,NA,12800693,NA,NA,2017-06-23,200
Claimed,NA,12800693,NA,NA,2017-06-23,201
Claimed,NA,12800693,NA,NA,2017-06-23,202
Claimed,NA,12800693,NA,NA,2017-06-23,203
Claimed,NA,12800693,NA,NA,2017-06-23,204
Claimed,NA,12800693,NA,NA,2017-06-23,205
Claimed,NA,12800693,NA,NA,2017-06-23,206
Bid,13092537,NA,0.01,0.01,2020-12-14,207
Transfer,12800693,4324596,NA,NA,2018-12-13,207
Claimed,NA,12800693,NA,NA,2017-06-23,207
Claimed,NA,12800693,NA,NA,2017-06-23,208
Claimed,NA,12800693,NA,NA,2017-06-23,209
Claimed,NA,12800693,NA,NA,2017-06-23,210
Claimed,NA,12800693,NA,NA,2017-06-23,211
Claimed,NA,12800693,NA,NA,2017-06-23,212
Claimed,NA,12800693,NA,NA,2017-06-23,213
Claimed,NA,12800693,NA,NA,2017-06-23,214
Claimed,NA,12800693,NA,NA,2017-06-23,215
Claimed,NA,12800693,NA,NA,2017-06-23,216
Claimed,NA,12800693,NA,NA,2017-06-23,217
Claimed,NA,12800693,NA,NA,2017-06-23,218
Claimed,NA,12800693,NA,NA,2017-06-23,219
Bid Withdrawn,MBK,NA,1,199,2020-05-15,220
Bid,MBK,NA,1,203,2020-05-14,220
Bid,0x717403,NA,0.19,51,2017-07-06,220
Bid,0x6611fe,NA,0.19,51,2017-07-06,220
Claimed,,12800693,NA,NA,2017-06-23,220
Claimed,NA,12800693,NA,NA,2017-06-23,221
Bid Withdrawn,Ravachol,NA,0.06,17,2020-02-24,222
Bid,Ravachol,NA,0.06,10,2020-01-24,222
Bid,0x7760e0,NA,0.05,16,2017-06-28,222
Claimed,,12800693,NA,NA,2017-06-23,222
Claimed,NA,12800693,NA,NA,2017-06-23,223
Claimed,NA,12800693,NA,NA,2017-06-23,224
Bid Withdrawn,Pranksy,NA,8,1655,2020-05-28,225
Bid,Pranksy,NA,8,1647,2020-05-27,225
Bid Withdrawn,Pranksy,NA,9.5,1962,2020-05-27,225
Bid,Pranksy,NA,9.5,1962,2020-05-27,225
Bid Withdrawn,Pranksy,NA,2.5,381,2020-01-14,225
Bid,Pranksy,NA,2.5,360,2020-01-14,225
Bid Withdrawn,Dude_Nak…,NA,1.3,174,2020-01-04,225
Bid,Dude_Nak…,NA,1.3,165,2020-01-02,225
Bid,Pranksy,NA,1.25,165,2020-01-01,225
Bid Withdrawn,Snowfro,NA,1.5,208,2019-03-28,225
Bid,Snowfro,NA,1.5,210,2019-03-27,225
Bid Withdrawn,Snowfro,NA,1,134,2019-03-25,225
Bid,Snowfro,NA,1,140,2019-03-20,225
Bid,0x717403,NA,0.1,29,2017-06-27,225
Bid,0x00bd3a,NA,0.1,29,2017-06-27,225
Bid,0x717403,NA,0.05,14,2017-06-25,225
Claimed,,12800693,NA,NA,2017-06-23,225
Offer Withdrawn,NA,NA,NA,NA,2018-12-13,226
Offered,NA,NA,2.9,627,2017-07-21,226
Bid,6689278,NA,0.41000000000000003,99,2017-07-07,226
Claimed,NA,12800693,NA,NA,2017-06-23,226
Bid Withdrawn,Debonair…,NA,0.05,9,2020-04-25,227
Bid,Debonair…,NA,0.05,12,2020-03-07,227
Claimed,,12800693,NA,NA,2017-06-23,227
Claimed,NA,12800693,NA,NA,2017-06-23,228
Claimed,NA,12800693,NA,NA,2017-06-23,229
Claimed,NA,12800693,NA,NA,2017-06-23,230
Claimed,NA,12800693,NA,NA,2017-06-23,231
Claimed,NA,12800693,NA,NA,2017-06-23,232
Claimed,NA,12800693,NA,NA,2017-06-23,233
Claimed,NA,12800693,NA,NA,2017-06-23,234
Claimed,NA,12800693,NA,NA,2017-06-23,235
Claimed,NA,12800693,NA,NA,2017-06-23,236
Claimed,NA,12800693,NA,NA,2017-06-23,237
Claimed,NA,12800693,NA,NA,2017-06-23,238
Claimed,NA,12800693,NA,NA,2017-06-23,239
Sold,Pranksy,Slats_et…,7,1443,2020-05-27,240
Bid,Slats_et…,,7,1443,2020-05-27,240
Bid Withdrawn,Slats_et…,,5.5,1134,2020-05-27,240
Bid,Slats_et…,,5.5,1108,2020-05-27,240
Offered,,,7.99,1625,2020-05-26,240
Sold,Carlini8,Pranksy,4,813,2020-05-26,240
Bid,Pranksy,,4,815,2020-05-26,240
Offered,,,5,1047,2020-04-29,240
Offered,,,10,2153,2020-02-06,240
Sold,0xc352b5,Carlini8,2,255,2020-01-02,240
Bid,Carlini8,,2,264,2020-01-01,240
Claimed,,0xc352b5,NA,NA,2017-06-23,240
Bid Withdrawn,DANNY,NA,6,1224,2020-05-26,241
Bid,DANNY,NA,6,1226,2020-05-26,241
Sold,0xc352b5,393680,5,719,2020-01-08,241
Bid Withdrawn,0x0601d0,NA,3.5,503,2020-01-08,241
Offered,,NA,5,719,2020-01-08,241
Bid,0x0601d0,NA,3.5,497,2020-01-06,241
Bid Withdrawn,0x0601d0,NA,3,426,2020-01-06,241
Bid,0x0601d0,NA,3,408,2020-01-05,241
Bid Withdrawn,0x0601d0,NA,2.5,340,2020-01-05,241
Bid,0x0601d0,NA,2.5,334,2020-01-04,241
Bid Withdrawn,0x0601d0,NA,2,267,2020-01-04,241
Bid,0x0601d0,NA,2,254,2020-01-03,241
Bid,Dude_Nak…,NA,1,127,2020-01-02,241
Claimed,,12800693,NA,NA,2017-06-23,241
Claimed,NA,12800693,NA,NA,2017-06-23,242
Claimed,NA,12800693,NA,NA,2017-06-23,243
Claimed,NA,12800693,NA,NA,2017-06-23,244
Claimed,NA,12800693,NA,NA,2017-06-23,245
Claimed,NA,12800693,NA,NA,2017-06-23,246
Bid Withdrawn,Snowfro,NA,0.35,47,2019-03-25,247
Bid,Snowfro,NA,0.35,49,2019-03-20,247
Claimed,,12800693,NA,NA,2017-06-23,247
Claimed,NA,12800693,NA,NA,2017-06-23,248
Bid Withdrawn,Pranksy,,9.5,1962,2020-05-27,249
Bid,Pranksy,,9.5,1962,2020-05-27,249
Bid Withdrawn,Pranksy,,5,1082,2020-05-18,249
Bid,Pranksy,,5,1034,2020-05-17,249
Bid Withdrawn,0x0601d0,,6,1207,2020-05-16,249
Bid,0x0601d0,,6,1223,2020-05-15,249
Sold,0xc352b5,sov,0.9500000000000001,229,2017-07-07,249
Offered,,,0.9500000000000001,229,2017-07-07,249
Bid,sov,,0.65,173,2017-07-06,249
Bid,0x717403,,0.05,13,2017-06-26,249
Claimed,,0xc352b5,NA,NA,2017-06-23,249
Claimed,NA,12800693,NA,NA,2017-06-23,250
Claimed,NA,12800693,NA,NA,2017-06-23,251
Claimed,NA,12800693,NA,NA,2017-06-23,252
Claimed,NA,12800693,NA,NA,2017-06-23,253
Bid Withdrawn,TokenAng…,NA,2,425,2020-05-28,254
Bid,TokenAng…,NA,2,407,2020-05-26,254
Bid,0x717403,NA,0.2,53,2017-07-05,254
Bid,0x6611fe,NA,0.2,53,2017-07-05,254
Claimed,,12800693,NA,NA,2017-06-23,254
Claimed,NA,12800693,NA,NA,2017-06-23,255
Claimed,NA,12800693,NA,NA,2017-06-23,256
Claimed,NA,12800693,NA,NA,2017-06-23,257
Claimed,NA,12800693,NA,NA,2017-06-23,258
Claimed,NA,12800693,NA,NA,2017-06-23,259
Claimed,NA,12800693,NA,NA,2017-06-23,260
Claimed,NA,12800693,NA,NA,2017-06-23,261
Claimed,NA,12800693,NA,NA,2017-06-23,262
Claimed,NA,12800693,NA,NA,2017-06-23,263
Bid Withdrawn,MBK,NA,1,133,2020-01-03,264
Bid,MBK,NA,1,129,2020-01-02,264
Bid Withdrawn,MBK,NA,0.5,65,2020-01-02,264
Bid,MBK,NA,0.5,66,2020-01-01,264
Claimed,,12800693,NA,NA,2017-06-23,264
Claimed,NA,12800693,NA,NA,2017-06-23,265
Claimed,NA,12800693,NA,NA,2017-06-23,266
Claimed,NA,12800693,NA,NA,2017-06-23,267
Bid,7435267,NA,0.21000000000000002,56,2017-07-05,268
Bid,6689278,NA,0.21000000000000002,56,2017-07-05,268
Claimed,NA,12800693,NA,NA,2017-06-23,268
Transfer,12800693,697928,NA,NA,2018-12-13,269
Bid,7435267,NA,0.05,13,2017-06-26,269
Claimed,NA,12800693,NA,NA,2017-06-23,269
Claimed,NA,12800693,NA,NA,2017-06-23,270
Claimed,NA,12800693,NA,NA,2017-06-23,271
Bid Withdrawn,7435267,NA,0.05,14,2017-06-25,272
Bid,7435267,NA,0.05,14,2017-06-25,272
Claimed,NA,12800693,NA,NA,2017-06-23,272
Sold,Carlini8,whiterab…,3,1113,2020-09-12,273
Bid Withdrawn,VonMises,,2,687,2020-09-08,273
Bid,VonMises,,2,686,2020-09-08,273
Offered,,,3,1028,2020-09-08,273
Offered,,,4,945,2020-07-06,273
Offered,,,2.4,552,2020-07-02,273
Offered,,,3,697,2020-07-01,273
Offered,,,4,889,2020-06-29,273
Offered,,,5,1047,2020-04-29,273
Offered,,,10,2153,2020-02-06,273
Sold,0xc352b5,Carlini8,2,261,2020-01-01,273
Bid,Carlini8,,2,264,2020-01-01,273
Claimed,,0xc352b5,NA,NA,2017-06-23,273
Claimed,NA,12800693,NA,NA,2017-06-23,274
Claimed,NA,12800693,NA,NA,2017-06-23,275
Claimed,NA,12800693,NA,NA,2017-06-23,276
Claimed,NA,12800693,NA,NA,2017-06-23,277
Claimed,NA,12800693,NA,NA,2017-06-23,278
Bid,7435267,NA,0.05,14,2017-06-25,279
Claimed,NA,12800693,NA,NA,2017-06-23,279
Bid,1158192,NA,0.01,1,2020-05-30,280
Sold,5772875,7435267,0.25,188,2017-12-26,280
Sold,12800693,5772875,1.2,244,2017-07-25,280
Offered,NA,NA,1.2,260,2017-07-21,280
Bid,7435267,NA,0.25,66,2017-07-06,280
Bid,6689278,NA,0.25,66,2017-07-06,280
Bid,7435267,NA,0.2,53,2017-07-05,280
Bid,6689278,NA,0.2,53,2017-07-05,280
Claimed,NA,12800693,NA,NA,2017-06-23,280
Bid Withdrawn,jmg,NA,14,3693,2019-06-14,281
Bid,jmg,NA,14,3571,2019-06-13,281
Bid,TokenAng…,NA,2,463,2019-06-09,281
Bid Withdrawn,0x976b59,NA,2,462,2018-10-01,281
Bid,0x976b59,NA,2,462,2018-10-01,281
Bid Withdrawn,0xd8e806,NA,1.5,341,2017-07-18,281
Bid,0xd8e806,NA,1.5,336,2017-07-12,281
Sold,0xc352b5,6689278,1.1,304,2017-07-03,281
Bid,0x6611fe,NA,1.1,312,2017-07-02,281
Bid,0x00bd3a,NA,1,284,2017-07-02,281
Bid,0x6611fe,NA,0.5,142,2017-07-02,281
Bid,0x00bd3a,NA,0.35,91,2017-07-01,281
Claimed,,12800693,NA,NA,2017-06-23,281
Claimed,NA,12800693,NA,NA,2017-06-23,282
Bid,7435267,NA,0.21000000000000002,56,2017-07-05,283
Bid,6689278,NA,0.21000000000000002,56,2017-07-05,283
Claimed,NA,12800693,NA,NA,2017-06-23,283
Claimed,NA,12800693,NA,NA,2017-06-23,284
Bid Withdrawn,Ravachol,NA,0.11,30,2020-02-24,285
Bid,Ravachol,NA,0.11,18,2020-01-24,285
Bid,0x99a594,NA,0.1,115,2018-01-20,285
Claimed,,12800693,NA,NA,2017-06-23,285
