age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,owns_ethereum,donated
55,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,FALSE,FALSE
58,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24,FALSE,FALSE
74,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,25,FALSE,FALSE
27,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,FALSE,FALSE
37,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,FALSE,FALSE
22,NA,10,Never-married,NA,Own-child,Asian-Pac-Islander,Female,0,0,4,TRUE,TRUE
44,Self-emp-not-inc,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,TRUE,FALSE
23,Private,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,TRUE,TRUE
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,TRUE,TRUE
45,Private,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,55,FALSE,FALSE
29,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,FALSE,FALSE
33,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,FALSE,FALSE
61,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,FALSE,FALSE
29,Private,12,Married-civ-spouse,Sales,Wife,Other,Female,7688,0,45,FALSE,FALSE
22,Private,10,Never-married,Sales,Other-relative,White,Male,0,0,38,FALSE,FALSE
28,Private,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
30,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,TRUE,TRUE
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,TRUE,TRUE
28,NA,6,Separated,NA,Not-in-family,White,Male,0,0,30,FALSE,FALSE
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,FALSE,FALSE
19,NA,10,Never-married,NA,Not-in-family,White,Female,0,0,24,TRUE,TRUE
42,Private,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,TRUE,TRUE
34,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,FALSE,FALSE
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,FALSE,FALSE
23,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,TRUE,TRUE
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,FALSE,TRUE
40,Private,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,FALSE,FALSE
57,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,FALSE,TRUE
35,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,27,TRUE,TRUE
24,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,TRUE,TRUE
27,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,TRUE,TRUE
27,Local-gov,10,Never-married,Protective-serv,Own-child,White,Female,0,0,40,FALSE,FALSE
45,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,FALSE,TRUE
80,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,FALSE,TRUE
23,State-gov,10,Never-married,Other-service,Not-in-family,White,Male,0,0,50,FALSE,FALSE
46,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,FALSE,FALSE
38,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,FALSE,FALSE
50,Private,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,TRUE,FALSE
90,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,FALSE,TRUE
55,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,FALSE,TRUE
72,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,FALSE,TRUE
65,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,TRUE
37,Private,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
39,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,FALSE,FALSE
38,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,TRUE,TRUE
46,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,FALSE,FALSE
50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,FALSE,FALSE
54,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,FALSE,FALSE
40,Private,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,FALSE,FALSE
30,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,40,FALSE,FALSE
50,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,FALSE,TRUE
28,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,TRUE,TRUE
34,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53,TRUE,FALSE
55,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,FALSE,TRUE
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,FALSE,FALSE
19,NA,10,Never-married,NA,Not-in-family,White,Female,0,0,32,TRUE,TRUE
21,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,FALSE,FALSE
39,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,TRUE,TRUE
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
33,Local-gov,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,FALSE,FALSE
26,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,FALSE
45,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,FALSE,FALSE
31,State-gov,10,Never-married,Other-service,Own-child,White,Female,0,0,65,TRUE,FALSE
32,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,FALSE,FALSE
60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,FALSE,TRUE
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,FALSE,FALSE
21,Private,10,Never-married,Other-service,Own-child,Black,Male,0,0,20,TRUE,TRUE
27,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36,FALSE,FALSE
33,Private,3,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,FALSE,FALSE
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
27,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,FALSE,FALSE
18,Self-emp-not-inc,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,FALSE,FALSE
48,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,FALSE,FALSE
37,Private,4,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,FALSE,FALSE
58,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,FALSE,TRUE
57,Private,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,7688,0,40,FALSE,FALSE
42,Local-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,99999,0,40,FALSE,FALSE
24,Private,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,FALSE,FALSE
26,Private,13,Never-married,Other-service,Other-relative,White,Male,0,0,15,TRUE,TRUE
43,Self-emp-inc,9,Divorced,Craft-repair,Unmarried,White,Male,5455,0,50,FALSE,FALSE
34,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
38,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,TRUE,TRUE
51,Self-emp-not-inc,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,FALSE,FALSE
31,NA,9,Married-civ-spouse,NA,Wife,Black,Female,0,0,45,FALSE,FALSE
49,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,FALSE,FALSE
26,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,TRUE,TRUE
28,Private,9,Divorced,Transport-moving,Unmarried,Black,Female,0,0,20,TRUE,TRUE
22,Federal-gov,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,37,TRUE,FALSE
26,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
45,Private,5,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,40,FALSE,FALSE
39,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,625,40,FALSE,FALSE
23,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,FALSE,FALSE
62,NA,9,Married-civ-spouse,NA,Husband,White,Male,0,0,8,FALSE,TRUE
42,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,FALSE,FALSE
39,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
43,Federal-gov,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,TRUE,TRUE
33,Self-emp-not-inc,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,TRUE,FALSE
68,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,FALSE,TRUE
30,NA,14,Married-civ-spouse,NA,Husband,White,Male,0,0,46,FALSE,FALSE
32,Private,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,TRUE,TRUE
25,Private,10,Never-married,Adm-clerical,Unmarried,Other,Male,0,0,40,FALSE,FALSE
53,Private,3,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,24,FALSE,FALSE
38,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,FALSE,FALSE
62,NA,9,Married-civ-spouse,NA,Husband,White,Male,0,0,40,FALSE,TRUE
20,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,FALSE,FALSE
26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
23,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,FALSE,FALSE
43,State-gov,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,FALSE,FALSE
29,State-gov,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,36,FALSE,FALSE
34,Private,6,Separated,Other-service,Unmarried,White,Female,0,0,36,FALSE,FALSE
24,Private,10,Never-married,Sales,Own-child,White,Male,0,0,35,FALSE,FALSE
44,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,FALSE,FALSE
19,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,FALSE,FALSE
47,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,FALSE,FALSE
40,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,48,FALSE,FALSE
45,Private,9,Widowed,Sales,Unmarried,White,Female,0,0,45,FALSE,FALSE
43,Private,9,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,45,FALSE,FALSE
22,NA,5,Never-married,NA,Not-in-family,White,Male,0,0,30,FALSE,FALSE
50,Private,16,Divorced,Prof-specialty,Other-relative,White,Male,10520,0,50,FALSE,FALSE
72,NA,10,Married-spouse-absent,NA,Not-in-family,White,Male,0,0,3,FALSE,TRUE
29,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,TRUE,TRUE
47,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,TRUE,TRUE
24,Private,9,Never-married,Sales,Own-child,White,Male,0,0,35,FALSE,FALSE
22,NA,10,Never-married,NA,Not-in-family,White,Male,0,0,15,TRUE,TRUE
21,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,FALSE,FALSE
30,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,FALSE,FALSE
37,Private,10,Widowed,Other-service,Not-in-family,White,Female,2354,0,40,FALSE,FALSE
74,Self-emp-not-inc,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,FALSE,TRUE
70,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653,0,70,TRUE,FALSE
27,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
32,Local-gov,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,46,TRUE,TRUE
30,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,FALSE,FALSE
29,Local-gov,11,Divorced,Protective-serv,Unmarried,White,Male,0,0,56,TRUE,FALSE
18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40,TRUE,FALSE
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,FALSE,FALSE
39,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,TRUE,FALSE
21,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,30,TRUE,TRUE
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,FALSE,FALSE
33,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,FALSE,FALSE
39,Private,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,FALSE,FALSE
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
34,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1485,40,TRUE,FALSE
52,State-gov,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,55,TRUE,TRUE
35,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,25,TRUE,TRUE
33,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
40,NA,5,Divorced,NA,Unmarried,White,Female,0,0,5,TRUE,TRUE
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,FALSE,FALSE
66,NA,2,Never-married,NA,Not-in-family,Black,Male,0,0,30,FALSE,FALSE
51,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,FALSE,FALSE
36,Private,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,FALSE,FALSE
17,Local-gov,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,FALSE,FALSE
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
39,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,FALSE,FALSE
19,Self-emp-inc,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,TRUE,FALSE
54,Private,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,FALSE,FALSE
45,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,FALSE,FALSE
47,Local-gov,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,TRUE,TRUE
49,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,98,TRUE,FALSE
32,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,FALSE,FALSE
28,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,FALSE,FALSE
39,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,TRUE,TRUE
27,Self-emp-inc,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,FALSE,FALSE
42,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,FALSE,FALSE
24,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,TRUE,TRUE
45,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,FALSE,FALSE
19,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,30,TRUE,TRUE
46,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,FALSE,FALSE
50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,FALSE,TRUE
32,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,FALSE,FALSE
47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,FALSE,FALSE
69,NA,13,Married-civ-spouse,NA,Husband,White,Male,10605,0,10,FALSE,FALSE
43,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,FALSE,FALSE
29,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,TRUE,TRUE
43,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2415,55,FALSE,FALSE
90,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,FALSE,TRUE
41,Private,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,FALSE,FALSE
24,Private,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,FALSE,FALSE
24,Private,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,FALSE,FALSE
24,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,53,FALSE,FALSE
35,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,42,FALSE,FALSE
30,Private,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,TRUE,TRUE
46,Private,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,TRUE,TRUE
19,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,30,TRUE,FALSE
39,Private,5,Separated,Craft-repair,Own-child,White,Male,0,0,35,FALSE,FALSE
43,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,FALSE,FALSE
35,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,FALSE
65,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,24,FALSE,TRUE
34,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,FALSE,FALSE
41,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,TRUE,TRUE
24,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,TRUE,FALSE
24,Private,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,FALSE,FALSE
34,Self-emp-inc,14,Never-married,Exec-managerial,Not-in-family,White,Female,4787,0,45,FALSE,FALSE
33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,FALSE,FALSE
37,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,38,FALSE,FALSE
39,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,FALSE,FALSE
58,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,FALSE,TRUE
36,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,FALSE,FALSE
33,Federal-gov,10,Married-civ-spouse,Tech-support,Wife,White,Female,4064,0,40,FALSE,FALSE
42,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,TRUE,TRUE
31,Private,10,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,FALSE,FALSE
57,Private,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,FALSE,TRUE
67,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,FALSE,FALSE
23,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
35,Private,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,FALSE,FALSE
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,FALSE,FALSE
39,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,TRUE,FALSE
36,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
29,Local-gov,12,Divorced,Other-service,Unmarried,White,Female,0,0,13,TRUE,TRUE
25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,FALSE,FALSE
54,Private,6,Separated,Transport-moving,Unmarried,Black,Male,0,0,45,FALSE,FALSE
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,FALSE,FALSE
50,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,FALSE,FALSE
70,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,FALSE,FALSE
61,Private,13,Divorced,Sales,Not-in-family,Black,Male,4787,0,48,FALSE,FALSE
51,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,TRUE,FALSE
38,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,TRUE,FALSE
51,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,FALSE,FALSE
28,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,FALSE,FALSE
66,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,FALSE,FALSE
57,Self-emp-inc,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,60,FALSE,FALSE
44,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,FALSE,FALSE
29,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,FALSE
21,Private,10,Never-married,Sales,Own-child,Black,Female,0,0,40,FALSE,FALSE
42,Private,6,Married-civ-spouse,Craft-repair,Own-child,Other,Male,0,0,43,FALSE,FALSE
74,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,FALSE,FALSE
50,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,FALSE,TRUE
65,Private,9,Divorced,Other-service,Other-relative,White,Female,0,0,14,FALSE,TRUE
64,NA,9,Divorced,NA,Unmarried,White,Female,0,0,38,FALSE,TRUE
44,Private,7,Separated,Other-service,Unmarried,Black,Female,0,0,30,FALSE,FALSE
34,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,50,FALSE,FALSE
17,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,10,TRUE,TRUE
17,NA,6,Never-married,NA,Own-child,White,Female,0,0,40,FALSE,FALSE
43,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,TRUE,FALSE
32,Private,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,TRUE,TRUE
54,Private,13,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,FALSE,FALSE
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,TRUE,TRUE
23,Private,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,TRUE,TRUE
34,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,FALSE,FALSE
30,Private,10,Never-married,Sales,Own-child,White,Male,0,0,20,TRUE,TRUE
32,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,FALSE,FALSE
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,FALSE,FALSE
28,Private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,FALSE,FALSE
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,FALSE,FALSE
29,Local-gov,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,FALSE,FALSE
28,Private,16,Never-married,Prof-specialty,Not-in-family,White,Male,594,0,50,TRUE,TRUE
37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,FALSE,FALSE
56,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,TRUE
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,TRUE,TRUE
34,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,TRUE,TRUE
37,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
66,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,FALSE,FALSE
19,Private,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,TRUE,TRUE
60,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,FALSE,TRUE
54,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,2829,0,30,FALSE,TRUE
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
47,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,FALSE,FALSE
48,Self-emp-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,TRUE,FALSE
57,NA,9,Married-civ-spouse,NA,Husband,White,Male,0,0,60,TRUE,FALSE
50,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,FALSE,FALSE
62,Private,5,Widowed,Other-service,Unmarried,Black,Female,0,0,25,FALSE,FALSE
45,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,FALSE,TRUE
55,Local-gov,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,FALSE,TRUE
62,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,32,FALSE,TRUE
25,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,FALSE,FALSE
49,Private,7,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,FALSE,FALSE
32,State-gov,10,Never-married,Protective-serv,Unmarried,Black,Female,3887,0,40,FALSE,FALSE
25,Federal-gov,9,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,FALSE,FALSE
39,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,FALSE,FALSE
27,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,FALSE,FALSE
43,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,FALSE,FALSE
30,Private,9,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,FALSE,FALSE
21,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,TRUE,TRUE
33,Private,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,FALSE,FALSE
33,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,FALSE,FALSE
33,Private,7,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,FALSE,FALSE
70,Private,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,FALSE,FALSE
25,Private,10,Never-married,Other-service,Own-child,Black,Male,0,0,42,FALSE,FALSE
17,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,25,TRUE,TRUE
20,Private,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,FALSE,FALSE
19,Private,10,Never-married,Other-service,Other-relative,Black,Male,0,0,35,FALSE,FALSE
71,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,40,FALSE,FALSE
31,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,TRUE,TRUE
26,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,TRUE,TRUE
